year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,torque_max_rpm,engine_power_estimated,car_age,log_selling_price,brand
2016,260000,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,4,12.468440756144114,Maruti
2015,800000,15000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,36.653052675672846,5,13.592368256649284,Maruti
2010,350000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5,146.0,4800.0,73.38988375746152,10,12.765691290604371,Honda
1999,70000,100000,LPG,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,21,11.156264806643742,Maruti
2019,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,1,13.70122253263775,Maruti
2012,285000,70000,Diesel,Individual,Manual,Second Owner,20.3,1248,92.0,5,209.0,2000.0,43.774217195517856,8,12.560247968016562,Fiat
2012,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5,99.04,4500.0,46.672950047125354,8,12.611541086966115,Hyundai
2016,620000,90000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.3374763699232,Maruti
2016,270000,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,4,12.506180941677357,Maruti
2012,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,96.1,3000.0,30.191643103989946,8,12.611541086966115,Hyundai
2011,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,140.0,1800.0,26.390197926484447,9,12.301387370778713,Tata
2012,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,145.0,4100.0,62.257828044821444,8,12.468440756144114,Maruti
2015,80000,60000,Petrol,Individual,Manual,First Owner,23.9,624,37.48,4,51.0,4000.0,21.36349355953503,5,11.289794413577894,Tata
2016,300000,40800,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,4,12.611541086966115,Hyundai
2015,300000,70000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,1500.0,21.991831605403707,5,12.611541086966115,Tata
2016,400000,100000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5,115.0,3500.0,42.15101057702377,4,12.899222326086994,Mahindra
2016,550000,8588,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,4,13.217675375388819,Maruti
2015,500000,60000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,5,13.122365377402328,Ford
2005,93000,80000,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0,5,110.0,4500.0,51.837888784165884,15,11.440365524765756,Maruti
2014,500000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,36.653052675672846,6,13.122365377402328,Honda
2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,170.0,1800.0,32.045240339302545,2,13.415034483903348,Toyota
2012,750000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,20.4,1400.0,2.990889098334904,8,13.527829818844937,Toyota
2012,100000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,8,11.51293546492023,Maruti
2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,46.672950047125354,4,12.959846800844963,Hyundai
2006,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8,20.4,1400.0,2.990889098334904,14,12.821260987319457,Toyota
2009,229999,212000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7,320.0,1700.0,56.96931615876008,11,12.345834587905333,Tata
2010,235000,50000,Diesel,Individual,Manual,First Owner,10.71,1948,90.0,14,190.0,2000.0,39.794742905016236,10,12.367345048436391,Tata
2017,700000,70000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,200.0,1750.0,36.653052675672846,3,13.45883704259595,Honda
2016,475000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,1750.0,34.8204000418892,4,13.07107218827772,Tata
2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,5,250.0,1500.0,39.271127866792334,5,13.321215875492413,Skoda
2015,520000,120000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,320.0,1700.0,56.96931615876008,5,13.161586013632684,Tata
2015,700000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,5,13.45883704259595,Maruti
2017,590000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,3,13.28787951079572,Honda
2002,140000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,18,11.849404844423074,Maruti
2017,725000,100000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,3,13.493928313146206,Mahindra
2017,1680000,157000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7,343.0,1400.0,50.287988271023146,3,14.33430494661736,Toyota
2012,240000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,190.0,2000.0,39.794742905016236,8,12.388398368982115,Maruti
2013,667000,65000,Diesel,Individual,Manual,First Owner,14.6,2231,184.0,7,424.0,2000.0,88.80511048277306,7,13.410546824147012,Chevrolet
2015,400000,30000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,5,12.899222326086994,Maruti
2015,599000,70000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,130.0,4000.0,54.45596397528537,5,13.303018546545275,Maruti
2016,725000,100000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,219.7,1500.0,34.5114671693371,4,13.493928313146206,Hyundai
2015,525000,120000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5,145.0,4600.0,69.85024609906796,5,13.171155446333852,Honda
2012,190000,110000,Diesel,Individual,Manual,First Owner,21.0,1199,75.0,5,180.0,2000.0,37.70028275212064,8,12.154784614286667,Skoda
2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120,70.0,5,160.0,1500.0,25.133521834747093,5,12.644330802262578,Hyundai
2016,380000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,160.0,1500.0,25.133521834747093,4,12.847929163278053,Hyundai
2012,204000,110000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.225880174775122,Maruti
2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,94.14,3500.0,34.50518378887842,2,12.765691290604371,Hyundai
2013,350000,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,250.0,1500.0,39.271127866792334,7,12.765691290604371,Volkswagen
2012,175000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,8,12.07254696717504,Ford
2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,250.0,1500.0,39.271127866792334,9,12.73670383776449,Volkswagen
2017,950000,35000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,145.0,4600.0,69.85024609906796,3,13.76421831620775,Honda
2017,894999,35000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0,69.85024609906796,3,13.704578997256993,Honda
2014,350000,101200,Diesel,Individual,Manual,Second Owner,15.3,2956,83.83,7,250.0,1000.0,26.18075191119489,6,12.765691290604371,Tata
2005,100000,90000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5,12.0,3500.0,4.398366321080742,15,11.51293546492023,Tata
2016,550000,76000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,39.794742905016236,4,13.217675375388819,Maruti
2016,800000,90000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,1600.0,55.29374803644361,4,13.592368256649284,Mahindra
2008,500000,179150,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,320.0,1700.0,56.96931615876008,12,13.122365377402328,Tata
2003,42000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,17,10.645448706505872,Maruti
2019,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,1,13.450228680410094,Maruti
2016,861999,120000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,330.0,1600.0,55.29374803644361,4,13.66701054964583,Mahindra
2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,3,13.384729180332174,Honda
2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,9,12.644330802262578,Maruti
2013,360000,97000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,7,12.793862088206213,Maruti
2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,8,13.122365377402328,Mahindra
2010,475000,100000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,20.4,1400.0,2.990889098334904,10,13.07107218827772,Toyota
2007,100000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,13,11.51293546492023,Maruti
2009,200000,110000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5,145.0,4100.0,62.257828044821444,11,12.206077645517674,Maruti
2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498,112.0,7,260.0,1800.0,49.01036757775683,10,12.409017571151187,Mahindra
2014,450000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,6,13.017005083966255,Maruti
2017,800000,51146,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.592368256649284,Maruti
2011,215000,40000,Petrol,Individual,Manual,First Owner,21.1,1197,85.8,5,114.0,4000.0,47.75369148601948,9,12.278397958261774,Maruti
2017,760000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.541075028051122,Maruti
2015,416000,80000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5,230.0,1500.0,36.129437637448945,5,12.938442943086665,Volkswagen
2011,195000,120000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,9,12.180759965737863,Maruti
2017,325000,23000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,25.290606346214265,3,12.691583538230217,Maruti
2010,145000,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,10,11.884495917930655,Maruti
2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,2,13.42246945133505,Maruti
2016,340000,30000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,4,12.73670383776449,Maruti
2011,340000,50000,Diesel,Individual,Manual,First Owner,19.0,1248,90.0,5,200.0,1750.0,36.653052675672846,9,12.73670383776449,Tata
2014,260000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5,59.0,2500.0,15.446643627604985,6,12.468440756144114,Maruti
2007,75000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,13,11.225256725762893,Maruti
2011,350000,80000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5,135.4,2500.0,35.44873808775788,9,12.765691290604371,Tata
2010,170000,150000,Diesel,Individual,Manual,Third Owner,21.12,1248,88.8,5,200.0,1750.0,36.653052675672846,10,12.04355959836804,Tata
2018,600000,40000,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,5,114.0,4000.0,47.75369148601948,2,13.304686600863562,Maruti
2010,800000,25000,Petrol,Individual,Automatic,First Owner,16.8,1497,118.0,5,146.0,4800.0,73.38988375746152,10,13.592368256649284,Honda
2018,850000,120000,Diesel,Individual,Manual,Second Owner,17.0,2650,80.84,7,230.0,1800.0,43.35532516493874,2,13.652992804936396,Force
2014,980000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,6,13.795308871054397,Mahindra
2012,340000,270000,Diesel,Individual,Manual,Third Owner,14.07,2956,68.4,7,223.0,1600.0,37.365169127657346,8,12.73670383776449,Tata
2018,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,2,13.710151153416941,Maruti
2013,600000,60000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7,200.0,1750.0,36.653052675672846,7,13.304686600863562,Maruti
2008,270000,149000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,12,12.506180941677357,Maruti
2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,46.65409990574929,1,13.142166004700508,Hyundai
2013,225000,70000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5,135.4,2500.0,35.44873808775788,7,12.323860125621126,Tata
2015,280000,55000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,46.79023981568751,5,12.54254845357358,Hyundai
2013,440000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,195.0,1440.0,29.4062205466541,7,12.994532278619134,Mahindra
2014,500000,291977,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,320.0,1700.0,56.96931615876008,6,13.122365377402328,Tata
2005,476999,85000,Petrol,Individual,Manual,Third Owner,11.1,2354,158.8,5,218.0,4200.0,95.88438579956016,15,13.075271769870477,Honda
2015,590000,70000,Petrol,Individual,Manual,Third Owner,17.19,1197,81.86,5,114.73,4000.0,48.059482668342234,5,13.28787951079572,Hyundai
2010,500000,120000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,330.0,1800.0,62.205466540999055,10,13.122365377402328,Ford
2015,600000,40000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,1750.0,37.569378992564666,5,13.304686600863562,Ford
2016,750000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,280.0,1800.0,52.780395852968894,4,13.527829818844937,Mahindra
2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,5,380.0,1750.0,69.6408000837784,3,14.897316067298997,BMW
2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,5,400.0,1750.0,73.30610535134569,1,15.46416937585933,BMW
2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5,230.0,1500.0,36.129437637448945,1,13.451668563394815,Volkswagen
2018,690000,52200,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,39.794742905016236,2,13.444448325847754,Maruti
2016,409999,78000,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,190.24,1750.0,34.86438370510001,4,12.92391243868049,Hyundai
2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,5,350.0,1750.0,64.14284218242749,0,14.316286451937186,Tata
2016,2375000,30000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,380.0,1750.0,69.6408000837784,4,14.680508416503422,Audi
2017,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186,73.97,5,190.24,1750.0,34.86438370510001,3,13.171155446333852,Hyundai
2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3,1956,170.63,5,350.0,1750.0,64.14284218242749,1,14.580978865220017,Jeep
2013,540000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,7,13.199326270390594,Mahindra
2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,7,360.0,1400.0,52.780395852968894,3,14.827111833279051,Toyota
2016,1000000,112000,Diesel,Dealer,Manual,Second Owner,15.4,1997,120.0,7,280.0,1800.0,52.780395852968894,4,13.815511557963774,Mahindra
2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,400.0,1750.0,73.30610535134569,2,14.88022163978423,Audi
2018,975000,36000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,36.653052675672846,2,13.790193775620484,Maruti
2016,355000,60000,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5,90.0,3500.0,32.98774740810556,4,12.779875885354993,Maruti
2008,400000,120000,Petrol,Individual,Manual,First Owner,11.1,2354,158.8,5,218.0,4200.0,95.88438579956016,12,12.899222326086994,Honda
2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5,230.0,1500.0,36.129437637448945,2,13.384729180332174,Volkswagen
2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.487007879880162,Maruti
2016,850000,25000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,154.9,4200.0,68.13069431354069,4,13.652992804936396,Hyundai
2015,290000,42000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,32.98774740810556,5,12.577639650232573,Maruti
2016,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49,1493,100.0,7,230.0,1500.0,36.129437637448945,4,13.304686600863562,Mahindra
2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,113.0,4500.0,53.251649387370406,9,12.611541086966115,Maruti
2012,225000,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5,160.0,2000.0,33.51136244632946,8,12.323860125621126,Renault
2009,240000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,11,12.388398368982115,Maruti
2014,700000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0,51.69337103361609,6,13.45883704259595,Hyundai
2016,800000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,219.66,1500.0,34.50518378887842,4,13.592368256649284,Hyundai
2012,450000,90000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,248.0,2250.0,58.43543826578699,8,13.017005083966255,Renault
2007,90000,90000,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5,5,8.5,2500.0,2.2253639124515656,13,11.407576060361786,Tata
2010,450000,120000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5,205.0,1800.0,38.64278982092366,10,13.017005083966255,Toyota
2012,400000,107500,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,8,12.899222326086994,Toyota
2017,1465000,62000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,7,360.0,1200.0,45.24033930254477,3,14.19736648302693,Toyota
2016,925000,79000,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0,51.71326840506859,4,13.73755009757506,Hyundai
2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982,168.5,7,343.0,1400.0,50.287988271023146,5,14.508658238524095,Toyota
2004,80000,248200,Diesel,Individual,Manual,Second Owner,16.1,1405,70.0,5,13.5,2500.0,3.5344015080113103,16,11.289794413577894,Tata
2007,300000,110000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,7,290.0,1800.0,54.66540999057493,13,12.611541086966115,Mahindra
2009,360000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,11,12.793862088206213,Maruti
2010,320000,70000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,235.3596,1900.0,46.83037386113729,10,12.676079399771027,Hyundai
1994,99000,100000,Diesel,Individual,Manual,Second Owner,12.8,1995,52.0,5,106.0,2200.0,24.421405382762593,26,11.502885230075814,Ambassador
2016,780000,50000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,200.0,1750.0,36.653052675672846,4,13.567050480716235,Maruti
2013,620000,139000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,7,13.3374763699232,Maruti
2006,100000,120000,Petrol,Individual,Manual,Third Owner,13.1,1781,149.5,5,21.4,1750.0,3.9218766362969943,14,11.51293546492023,Skoda
2014,210000,35000,Petrol,Individual,Manual,Second Owner,16.7,1172,64.1,5,96.0,3000.0,30.160226201696513,6,12.25486757159303,Tata
2019,786000,7720,Petrol,Individual,Manual,First Owner,20.0,999,71.0,7,96.0,3500.0,35.186930568645934,1,13.574713343675166,Renault
2014,1000000,50000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,6,13.815511557963774,Mahindra
2002,120000,60000,Diesel,Individual,Manual,Second Owner,20.8,1527,58.0,5,789.0,2250.0,185.90951932139492,18,11.695255355062795,Maruti
2016,750000,100000,Diesel,Individual,Manual,First Owner,20.8,1461,64.1,5,160.0,2000.0,33.51136244632946,4,13.527829818844937,Mahindra
2016,550000,57882,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,4,13.217675375388819,Hyundai
